soc_code_2019,title,task_comp_nat,task_comp_ut,freq_sum_eco,importance,relevance,tot_emp_nat,tot_emp_ut,major_group_code,major_occ_category,a_med_nat,h_med_nat,a_med_ut,h_med_ut,ai_task_comp_nat,ai_task_comp_ut,freq_sum_ai,code_changed,title_changed,code_or_title_changed,code_and_title_changed,pct_automated_nat,pct_automated_ut,people_automated_nat,people_automated_ut,eco_value_nat,eco_value_ut,ut_share_of_nat,ut_concentration_index
11-3031.03,Investment Fund Managers,30074163.70826154,318515.3054538461,36.737636153846154,4.047,78.4505,818620.0,8670.0,11,Management Occupations,161700.0,77.74,137760.0,66.23,8201138.660535896,260574.64581923076,30.05474576923077,True,False,True,False,27.2697147627849,81.80914428835473,223235.33899110978,2364.284269933451,36097154314.86245,325703801.0260322,0.03177298380200826,2.509562035919326
11-3051.00,Industrial Production Managers,3881767.2143153846,37926.64442692308,16.561853461538462,3.6976923076923076,84.13461538461539,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.10000000000001,192595.0973053846,11301.764946923076,23.254660384615384,False,False,False,False,4.961531350852836,29.79901100583595,11628.837180128876,113.61906793452994,1412205987.1548507,12312898.39206501,0.058681477903887946,4.634906500343473
11-3051.01,Quality Control Systems Managers,6802797.196561539,66466.4458576923,29.024648846153845,3.8985185185185185,85.9774074074074,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,282015.9056661539,16535.77230269231,17.799539615384617,False,False,False,False,4.145587432897431,24.87837598251628,9716.427825224999,94.93395221335116,1179962995.0953238,10287992.401360866,0.058634183287048725,4.631170975355872
11-3051.02,Geothermal Production Managers,5157451.309338462,50390.66259230769,22.004656153846156,3.9629411764705886,79.54529411764706,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,35779.44071538461,2094.462732692308,11.571617307692307,False,False,False,False,0.6937426757786297,4.156450074169167,1625.9940834899523,15.88670727533062,197460721.4990198,1721642.4674275792,0.05853816300129367,4.623586894952514
11-3051.03,Biofuels Production Managers,6401449.12143077,62545.091253846156,27.312266923076923,4.057142857142857,90.90785714285714,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,8119.1004819230775,480.028366923077,8.276351153846155,False,False,False,False,0.12683222701469196,0.7674916724876599,297.26937367703505,2.904457998636446,36100392.739339136,314756.1133122316,0.059123343527013254,4.66980687985089
11-3051.04,Biomass Power Plant Managers,6470586.0831,63220.59105,27.607245,3.856842105263158,82.88631578947368,234380.0,2290.0,11,Management Occupations,121440.0,58.39000000000001,108370.0,52.1,110569.83300692309,6486.797655,12.794472692307693,False,False,False,False,1.7088070784764222,10.260577364532564,4005.102030533038,39.13168209711007,486379590.5879321,4240700.388863819,0.058666975237213606,4.633761019581191
11-3051.06,Hydroelectric Production Managers,4036669.0464615384,39440.10630769231,17.222753846153847,3.967777777777778,85.05777777777777,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,13833.485325,808.97575,6.2228903846153845,False,False,False,False,0.34269555333316587,2.0511500240105063,803.2098379022741,7.847728171329498,97541802.71485217,850458.3019269777,0.05847953216374269,4.618955988237269
11-3061.00,Purchasing Managers,1297151.7996461538,7983.4551923076915,15.966910384615383,4.051666666666667,93.56722222222223,81240.0,500.0,11,Management Occupations,139510.0,67.07,123360.0,59.31,1055340.877153846,6495.204807692307,12.990409615384614,False,False,False,False,81.35831731041266,81.35831731041266,66095.49698297924,406.79158655206334,9220982784.095434,50181810.11706253,0.006154603643525358,0.48611612136175103
11-3071.00,"Transportation, Storage, and Distribution Managers",5219563.607307692,63712.983,24.50499346153846,3.914615384615385,92.16576923076923,213000.0,2600.0,11,Management Occupations,102010.0,49.05,97980.0,47.11,2082167.6023351648,50832.260714285716,19.550869505494504,False,False,False,False,39.891603187285796,79.78320637457159,84969.11478891874,1037.1816828694307,8667699399.617601,101623061.28754681,0.024413145539906103,1.9282514857936994
11-3071.04,Supply Chain Managers,2135131.006153846,26062.631999999998,10.02408923076923,3.627666666666667,86.03133333333334,213000.0,2600.0,11,Management Occupations,102010.0,49.05,97980.0,47.11,895618.4267307691,21864.862999999998,8.409562692307691,True,False,True,False,41.94676692668644,83.8935338533729,89346.61355384212,1090.6159400938475,9114248048.627436,106858549.81039518,0.024413145539906103,1.9282514857936994
11-3111.00,Compensation and Benefits Managers,144427.84978846152,1223.3549807692307,7.196205769230768,3.875,74.67545454545454,20070.0,170.0,11,Management Occupations,140360.0,67.48,132920.0,63.91,132236.40548076923,1120.0891346153844,6.588759615384615,False,False,False,False,91.5587995490145,91.55879954901447,18375.85106948721,155.64995923332464,2579234456.1132245,20688992.581293512,0.00847035376183358,0.669023670045129
11-3121.00,Human Resources Managers,3016879.0499076922,28976.149003846152,13.998139615384614,3.9057692307692307,94.71076923076923,215520.0,2070.0,11,Management Occupations,140030.0,67.32,131070.0,63.02,2424834.4194461536,23289.75152307692,11.251087692307692,False,False,False,False,80.37559276764333,80.37559276764333,173225.4775328249,1663.7747702902168,24256763618.92147,218070959.14193872,0.00960467706013363,0.758617228636018
11-3131.00,Training and Development Managers,225863.96110769227,2511.8323076923075,5.023664615384615,3.9616666666666664,92.47166666666668,44960.0,500.0,11,Management Occupations,127090.0,61.1,109980.0,52.88,188505.97083076922,2096.3742307692305,4.192748461538461,False,False,False,False,83.45995966168736,83.45995966168735,37523.59786389464,417.2997983084368,4768874052.522369,45894631.81796188,0.011120996441281138,0.8783824221403169
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",111296.43807692306,1224.0725,18.831884615384613,3.8590000000000004,84.1375,5910.0,65.0,11,Management Occupations,87980.0,42.3,87980.0,42.3,71285.28263496503,784.0174909090908,12.061807552447553,False,False,False,False,64.04992277084004,64.04992277084003,3785.350435756646,41.63244980104602,333035131.33786976,3662822.933496029,0.010998307952622674,0.8686919764679737
11-9021.00,Construction Managers,3542852.23845,50549.69605,10.170964999999999,3.6260000000000003,92.7368,348330.0,4970.0,11,Management Occupations,106980.0,51.43,99900.0,48.03,2276480.808086982,32481.008285798816,6.535414142011834,False,False,False,False,64.25559562943963,64.25559562943963,223821.51625602704,3193.503102783149,23944425809.069775,319030959.9680366,0.01426807912037436,1.1269520643422066
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1319669.5139846154,10134.295346153845,18.42599153846154,3.928235294117647,85.17294117647059,71620.0,550.0,11,Management Occupations,56270.0,27.05,59400.0,28.56,1090304.2350416668,8372.903229166666,15.223460416666667,False,True,True,False,82.61949097767652,82.6194909776765,59172.07943821193,454.4072003772209,3329612909.988185,26991787.70240692,0.00767941915666015,0.6065523746072538
11-9032.00,"Education Administrators, Kindergarten through Secondary",5998869.808296153,52738.554457692306,18.768168846153845,3.776875,81.05875,319630.0,2810.0,11,Management Occupations,104070.0,48.39,124650.0,59.92788461538461,3918104.8310559997,34445.685871999995,12.2582512,False,True,True,False,65.31405008385823,65.31405008385822,208763.2982830361,1835.3248073564164,21725996452.315567,228773237.2369773,0.00879141507367894,0.6943824240239933
11-9033.00,"Education Administrators, Postsecondary",3399529.7362076924,47210.338134615384,19.269525769230768,3.6974074074074075,66.34962962962963,176420.0,2450.0,11,Management Occupations,103960.0,49.97999999999999,100110.0,48.13,2112350.7564,29334.879,11.973419999999999,False,False,False,False,62.13655770978516,62.136557709785166,109621.31511160298,1522.3456638897364,11396231919.002245,152402024.41200152,0.013887314363450858,1.0968776846570707
11-9041.00,Architectural and Engineering Managers,2924808.6847,34484.76532307693,13.905147307692308,3.346315789473684,80.61105263157894,210340.0,2480.0,11,Management Occupations,167740.0,80.64,149990.0,72.11,1019204.9613292308,24037.85286153846,13.775273846153846,False,False,False,False,34.84689329120245,69.70571681823951,73296.95534871523,864.2029536218208,12294831290.193493,129621801.0137369,0.023584905660377357,1.8628336650673891
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,4531095.1737,53423.58101538462,21.541766538461538,3.548888888888889,65.62444444444445,210340.0,2480.0,11,Management Occupations,167740.0,80.64,149990.0,72.11,168313.3241053846,3967.3623634615387,5.397771923076923,False,False,False,False,3.714627869269481,7.426238166848158,7813.348260221426,92.12277115788312,1310611037.169542,13817494.44597089,0.02357129112949779,1.861758332953631
11-9051.00,Food Service Managers,15459950.063007694,127867.58026153847,63.30078230769231,4.3246153846153845,77.12461538461538,244230.0,2020.0,11,Management Occupations,65310.0,31.4,57450.0,27.62,10848005.35988502,89722.68282753037,44.41716971659919,False,False,False,False,70.16843725674084,70.16843725674084,171372.37431213816,1417.402432586165,11192329766.325743,81429769.75207518,0.00827089219178643,0.6532693679961173
11-9071.00,Gambling Managers,208125.23921538462,2297.486406923077,45.04875307692308,4.254736842105263,70.18,4620.0,51.0,11,Management Occupations,85580.0,41.14,85580.0,41.14,187610.60228698223,2071.026129142012,40.60835547337278,False,True,True,False,90.14312872108115,90.14312872108117,4164.612546913949,45.97299564775139,356407541.76489574,3934368.967534564,0.011038961038961041,0.8719029258315418
11-9081.00,Lodging Managers,1749823.7902307692,19254.4093,42.31738307692308,4.142083333333333,84.895,41350.0,455.0,11,Management Occupations,68130.0,32.76,64160.0,30.850000000000005,1645913.1486923078,18111.0153,39.80442923076923,False,False,False,False,94.06165111489554,94.06165111489554,38894.492736009306,427.98051257277467,2649881790.104314,27459229.686669223,0.011003627569528414,0.8691121418737622
11-9111.00,Medical and Health Services Managers,10661587.530676924,93833.42623846153,18.84205346153846,3.9766666666666666,87.50055555555555,565840.0,4980.0,11,Management Occupations,117960.0,56.71,107980.0,51.91,8472068.780153846,74563.30857692308,14.972551923076923,False,False,False,False,79.46348286103635,79.46348286103637,449636.1714208881,3957.28144647961,53039082780.80796,427307250.5908683,0.008801074508695038,0.6951453662630945
11-9121.00,Natural Sciences Managers,1200077.1593461537,13681.855192307692,11.897265384615384,3.795,83.3125,100870.0,1150.0,11,Management Occupations,161180.0,77.49,117190.0,56.34,108752.90288076922,3723.844065384615,11.897265384615384,False,False,False,False,9.062159214830972,27.217391304347828,9141.000000000002,104.21483097055618,1473346380.0000002,12212936.04143948,0.03424133027021114,2.704522277195311
11-9121.01,Clinical Research Coordinators,2941782.8445923077,33538.71588461538,29.164100769230767,3.9381818181818184,75.16272727272727,100870.0,1150.0,11,Management Occupations,161180.0,77.49,117190.0,56.34,559334.5182565384,19123.018654615385,27.554781923076924,False,False,False,False,19.01345367095085,57.01774248127176,19178.87071788812,218.65471721593477,3091250382.309207,25624146.310535394,0.03418887629932509,2.700379245027192
11-9121.02,Water Resource Specialists,996863.9141999999,11365.059,9.88266,3.505714285714286,93.07190476190476,100870.0,1150.0,11,Management Occupations,161180.0,77.49,117190.0,56.34,18628.846068461535,636.997845,4.454530384615384,False,False,False,False,1.8687451519811005,5.604879349944422,1885.003234803336,21.490569247782656,303824821.3856017,2518479.8101476496,0.03419416547106648,2.700797005747632
11-9131.00,Postmasters and Mail Superintendents,301335.21450384613,2400.208080769231,21.820073461538463,4.1269230769230765,70.48692307692308,13810.0,110.0,11,Management Occupations,92730.0,44.58,94720.0,45.54,287763.1979846154,2292.103676923077,20.837306153846153,False,False,False,False,95.49604033449017,95.49604033449015,13188.003170193093,105.04564436793919,1222923533.9720056,9949923.4345312,0.007965242577842143,0.6291278938359379
11-9141.00,"Property, Real Estate, and Community Association Managers",4577611.797415385,49535.24093076923,15.43153923076923,3.9722222222222223,77.22222222222223,296640.0,3210.0,11,Management Occupations,66700.0,32.07,59100.0,28.42,3944309.584984615,42682.15266923077,13.296620769230769,False,False,False,False,86.1652267501507,86.16522675015071,255600.528631647,2765.903778679837,17048555259.730854,163464913.3199784,0.010821197411003236,0.8547030513428127
11-9151.00,Social and Community Service Managers,3901607.0141,40315.341799999995,19.95809,3.915625,77.901875,195490.0,2020.0,11,Management Occupations,78240.0,37.61,77600.0,37.31,2974831.706334615,30738.963869230767,15.217308846153845,False,False,False,False,76.24631839095748,76.24631839095748,149053.9278224828,1540.175631497341,11661979312.831055,119517629.00419366,0.010333009361092639,0.8161439344503133
11-9161.00,Emergency Management Directors,52149.507092307686,746.7709846153845,4.148727692307691,3.8552173913043477,94.66347826086958,12570.0,180.0,11,Management Occupations,86130.0,41.41,79750.0,38.34,40469.34222692307,579.5132538461537,3.2195180769230762,False,False,False,False,77.60254024125284,77.60254024125283,9754.639308325482,139.6845724342551,840167083.6260738,11139844.651631845,0.01431980906921241,1.1310379102461665
11-9171.00,Funeral Home Managers,206782.37723076923,2679.3448269230767,15.760851923076922,3.978695652173913,90.83826086956523,13120.0,170.0,11,Management Occupations,76830.0,36.94,89060.0,42.82,162701.6122523077,2108.1763782692306,12.40103751923077,True,True,True,True,78.68253302394945,78.68253302394943,10323.148332742167,133.76030614071405,793127486.4045807,11912692.864891993,0.01295731707317073,1.0234226416010472
11-9179.01,Fitness and Wellness Coordinators,204348.30261923076,2259.7143092307692,19.480295769230768,3.82625,91.34541666666667,10490.0,116.0,11,Management Occupations,61340.0,29.49,59840.0,28.77,80516.98146346152,890.3689084615385,15.351188076923076,True,False,True,False,39.40183521538302,39.401835215383024,4133.252514093679,45.7061288498443,253533709.21450624,2735054.7503746827,0.011058150619637754,0.8734185985002335
11-9179.02,Spa Managers,427354.80108846154,4725.753758461538,40.73925653846154,4.081428571428571,90.75333333333333,10490.0,116.0,11,Management Occupations,61340.0,29.49,59840.0,28.77,197862.21861538463,2187.9902153846156,37.723969230769235,True,False,True,False,46.299285303788494,46.299285303788494,4856.795028367414,53.707170952394655,297915807.0400571,3213837.109791296,0.01105815061963775,0.8734185985002333
11-9199.01,Regulatory Affairs Managers,6081092.562353846,58692.595176923074,9.637536153846153,3.867037037037037,92.75296296296295,630980.0,6090.0,11,Management Occupations,136550.0,65.65,136550.0,65.65,776375.8315564101,44959.860669230766,7.382571538461538,False,False,False,False,12.767045125455112,76.60227075273069,80557.50133259667,777.5130481402164,11000126806.966076,106169406.72354655,0.057909917905480376,4.573965491702188
11-9199.02,Compliance Managers,14167251.726815384,136737.3974076923,22.452774615384616,3.949655172413793,72.49206896551723,630980.0,6090.0,11,Management Occupations,136550.0,65.65,136550.0,65.65,1921556.8631887985,111277.2001979757,18.272118259109313,False,False,False,False,13.56337065396903,81.3802239238142,85582.15615241378,826.009272826714,11686243422.612103,112791566.2044878,0.057909917905480376,4.573965491702188
11-9199.08,Loss Prevention Managers,9764933.631653845,94247.75082692307,15.475821153846153,3.8,90.90777777777777,630980.0,6090.0,11,Management Occupations,136550.0,65.65,136550.0,65.65,1385577.0714871793,80238.65446153846,13.175476923076921,False,False,False,False,14.189313760369204,85.13588256221523,89531.7319651776,864.1292080064845,12225557999.845001,117996843.35328546,0.057909917905480376,4.573965491702188
11-9199.09,Wind Energy Operations Managers,10660457.09303077,102891.03251538462,16.89507923076923,3.983125,96.07625,630980.0,6090.0,11,Management Occupations,136550.0,65.65,136550.0,65.65,1131845.533305128,65545.08191538462,10.762739230769231,False,False,False,False,10.617232670492784,63.70339602295672,66992.61470427537,646.5894696330106,9147841537.868803,88291792.0783876,0.057909917905480376,4.573965491702188
11-9199.10,Wind Energy Development Managers,3776027.004615384,36444.902307692304,5.984384615384615,3.720666666666667,92.466,630980.0,6090.0,11,Management Occupations,136550.0,65.65,136550.0,65.65,455443.22458205116,26374.679746153844,4.330817692307692,False,True,True,False,12.061439815588432,72.3686388935306,76105.2729483999,734.5416847693356,10392175021.104006,100301667.05525278,0.057909917905480376,4.573965491702188
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,3289709.8477384606,31751.137869230763,5.213651538461537,3.6208695652173915,87.46347826086956,630980.0,6090.0,11,Management Occupations,136550.0,65.65,136550.0,65.65,382495.7076769229,22150.295030769226,3.637158461538461,False,False,False,False,11.627034765387375,69.76220859232426,73364.26396264126,708.0864172120912,10017890244.098663,96689200.27031106,0.057909917905480376,4.573965491702188
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",376402.44835384615,3441.0913,26.469933076923077,3.7214285714285715,77.18785714285715,14220.0,130.0,13,Business and Financial Operations Occupations,96310.0,46.3,60470.0,29.07,277049.87342307693,2532.80475,19.483113461538462,False,False,False,False,73.60469482457499,73.60469482457498,10466.587604054565,95.68610327194749,1008037052.1464951,5786138.664854664,0.009142053445850912,0.7220772968953197
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4561914.542076923,50256.9513323077,28.107914615384615,3.6875,68.82583333333334,162300.0,1788.0,13,Business and Financial Operations Occupations,75650.0,36.37,75650.0,36.37,4219728.5879999995,46487.213279999996,25.99956,False,False,False,False,92.49907136749793,92.49907136749792,150125.99282944913,1653.883396050863,11357031357.547827,125116278.91124779,0.011016635859519409,0.870139590567818
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3254423.4324230766,35852.79788769231,20.051900384615383,3.5869999999999997,69.869,162300.0,1788.0,13,Business and Financial Operations Occupations,75650.0,36.37,75650.0,36.37,2887883.8015384614,31814.76424615385,17.793492307692308,False,False,False,False,88.73718683214776,88.73718683214776,144020.4542285758,1586.6209005588018,10895147362.39176,120027871.12727337,0.01101663585951941,0.8701395905678181
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4360544.437615384,48038.530218461536,26.867186923076922,3.858421052631579,96.05631578947369,162300.0,1788.0,13,Business and Financial Operations Occupations,75650.0,36.37,75650.0,36.37,4150051.8246923075,45719.60975076923,25.570251538461537,False,False,False,False,95.17279055552551,95.17279055552552,154465.4390716179,1701.689495132796,11685310465.767895,128732810.30679603,0.011016635859519409,0.870139590567818
13-1031.00,"Claims Adjusters, Examiners, and Investigators",20123297.739369232,137885.0313923077,65.97369923076923,4.271481481481481,80.82925925925926,305020.0,2090.0,13,Business and Financial Operations Occupations,76790.0,36.92,66240.0,31.84,20116707.19569231,137839.87292307694,65.95209230769231,False,False,False,False,99.96724918667765,99.96724918667765,304920.10346920416,2089.3155080015626,23414814745.40019,138396259.2500235,0.006852009704281687,0.5412001444613854
13-1032.00,"Insurance Appraisers, Auto Damage",182667.22162692307,1875.9149846153846,23.448937307692308,4.428571428571429,92.83857142857143,7790.0,80.0,13,Business and Financial Operations Occupations,76650.0,36.85,66080.0,31.77,111485.35957307692,1144.9074153846154,14.311342692307692,False,False,False,False,61.031945731770655,61.03194573177066,4754.388572504934,48.82555658541653,364423884.0825032,3226392.779164324,0.010269576379974327,0.8111337345197156
13-1041.00,Compliance Officers,14583969.62616923,140424.37506153845,36.664327692307694,4.315,64.13333333333334,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,2771839.1842507496,186824.06548951048,48.77912937062937,False,False,False,False,19.00606800001152,133.04247600008063,75600.43668364582,727.9324044004413,5928586244.731505,47119064.536840566,0.06740075923272242,5.323591502032239
13-1041.01,Environmental Compliance Inspectors,6045848.662257692,58213.541434615385,15.199358076923076,3.9584615384615387,70.0,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,676573.5715038461,45601.572396153846,11.906415769230769,False,False,False,False,11.190712988359756,78.3349909185183,44513.299053798604,428.60430745417864,3490732911.798887,27743556.821508985,0.06740075923272243,5.32359150203224
13-1041.03,Equal Opportunity Representatives and Officers,10563055.434403846,101708.2794423077,26.55568653846154,4.054444444444445,70.97222222222223,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,942648.1314642858,63535.199750000014,16.588825,False,False,False,False,8.92401007755846,62.468070542909224,35497.03488550429,341.789585970489,2783677475.7212462,22124039.89986975,0.06740075923272244,5.323591502032242
13-1041.04,Government Property Inspectors and Investigators,3278084.836303846,31563.629542307688,8.241156538461537,3.743846153846154,54.159230769230774,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,372832.2906708791,25129.179457692306,6.561143461538461,False,False,False,False,11.373479006457332,79.61435304520133,45240.28744398533,435.6042459473158,3547743341.35733,28196662.84016975,0.06740075923272242,5.323591502032239
13-1041.06,Coroners,12729691.18371923,122570.12151153845,32.002642692307695,4.592499999999999,94.421,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,1629371.3290499998,109820.86465,28.673855,False,False,False,False,12.799771066983157,89.59839746888211,50913.6493731389,490.2312318654549,3992648383.8415523,31732667.638650894,0.06740075923272244,5.323591502032242
13-1041.07,Regulatory Affairs Specialists,7165845.826546154,68997.63560769231,18.015048461538463,3.799,84.16666666666667,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,906887.31899011,61124.893838461554,15.959502307692308,False,False,False,False,12.65569119043157,88.589838333021,50340.542848179655,484.7129725935291,3947705370.1542487,31375470.71597914,0.06740075923272244,5.323591502032242
13-1041.08,Customs Brokers,26179455.607176926,252073.59774615386,65.81556076923077,3.9743478260869565,95.0,397770.0,3830.0,13,Business and Financial Operations Occupations,78420.0,37.7,64730.0,31.12,3655096.9028769233,246356.30632307692,64.32279538461539,True,False,True,False,13.961699424624028,97.73189597236819,55535.45180132699,534.7330879631003,4355090130.260062,34613272.78385148,0.06740075923272242,5.323591502032239
13-1051.00,Cost Estimators,1355131.3331846152,15432.18846153846,6.172875384615384,3.869285714285714,91.88214285714285,219530.0,2500.0,13,Business and Financial Operations Occupations,77070.0,37.05,79150.0,38.05,1193910.189876923,13596.207692307693,5.4384830769230765,False,False,False,False,88.10291376491047,88.10291376491047,193412.32658810794,2202.5728441227616,14906288010.14548,174333640.61231658,0.011387965198378354,0.8994687218017731
13-1071.00,Human Resources Specialists,23671072.81786154,269616.8889615385,25.80065923076923,4.067692307692308,75.9326923076923,917460.0,10450.0,13,Business and Financial Operations Occupations,72910.0,35.05,67620.0,32.51,22998366.797884617,261954.6716346154,25.067432692307694,False,False,False,False,97.15810928742818,97.15810928742816,891386.7894684385,10153.022420536245,64991010820.14385,686547376.0766609,0.011390142349530225,0.8996406822292621
13-1074.00,Farm Labor Contractors,4117.635834615385,50.215071153846154,10.04301423076923,4.227142857142857,88.15142857142857,410.0,5.0,13,Business and Financial Operations Occupations,48690.0,23.41,48690.0,23.41,2507.378023076923,30.57778076923077,6.115556153846153,False,False,False,False,60.89363226340605,60.89363226340606,249.66389227996478,3.0446816131703027,12156134.915111486,148245.54774526204,0.012195121951219513,0.9632213097421622
13-1075.00,Labor Relations Specialists,468818.8635692307,1524.2601230769228,7.2583815384615376,3.6592857142857143,76.82785714285714,64590.0,210.0,13,Business and Financial Operations Occupations,93500.0,44.95,91730.0,44.1,106910.68464230766,347.5962807692307,1.6552203846153843,False,False,False,False,22.804262573474738,22.80426257347474,14729.273196207334,47.88895140429695,1377187043.8453858,4392853.512316159,0.003251277287505806,0.2567993645109155
13-1081.00,Logisticians,4886196.8722,82321.34435,20.735855,3.804090909090909,93.18045454545454,235640.0,3970.0,13,Business and Financial Operations Occupations,80880.0,38.89,84000.0,40.38,235642.5354053846,69517.78743846154,17.51077769230769,False,False,False,False,4.822616475935957,84.44685638623386,11364.013463895491,191.45787409465748,919121408.9598674,16082461.42395123,0.2950137474920116,23.301409316598313
