soc_code_2019,title,task_comp_nat,task_comp_ut,freq_sum_eco,importance,relevance,tot_emp_nat,tot_emp_ut,major_group_code,major_occ_category,a_med_nat,h_med_nat,a_med_ut,h_med_ut,ai_task_comp_nat,ai_task_comp_ut,freq_sum_ai,code_changed,title_changed,code_or_title_changed,code_and_title_changed,pct_automated_nat,pct_automated_ut,people_automated_nat,people_automated_ut,eco_value_nat,eco_value_ut,ut_share_of_nat,ut_concentration_index
11-1011.00,Chief Executives,3761657.2440192304,70669.79386923077,17.756229615384616,3.950967741935484,72.6974193548387,211850.0,3980.0,11,Management Occupations,206420.0,99.24,163980.0,78.84,0.0,0.0,15.507808461538461,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-1011.03,Chief Sustainability Officers,1618392.793826923,30404.547176923075,7.639333461538461,3.757222222222222,96.50277777777778,211850.0,3980.0,11,Management Occupations,206420.0,99.24,163980.0,78.84,0.0,0.0,3.695580769230769,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-1021.00,General and Operations Managers,69870293.94412307,894913.3179076923,19.492775384615385,3.6958823529411764,69.39117647058823,3584420.0,45910.0,11,Management Occupations,102950.0,49.5,91230.0,43.86,0.0,0.0,18.68142423076923,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-2011.00,Advertising and Promotions Managers,372525.7100769231,4096.017286153846,17.655246923076923,3.691904761904762,72.79380952380953,21100.0,232.0,11,Management Occupations,126960.0,61.04,108370.0,52.10000000000001,0.0,0.0,20.210278371040722,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-2021.00,Marketing Managers,3934261.3544769227,67039.20849230769,10.219391538461538,3.4295,73.021,384980.0,6560.0,11,Management Occupations,161030.0,77.42,135190.0,65.0,0.0,0.0,8.788786153846154,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-2022.00,Sales Managers,6808787.663576922,97669.57838461538,11.278242307692308,3.584705882352941,82.30588235294118,603710.0,8660.0,11,Management Occupations,138060.0,66.38,130430.0,62.71,0.0,0.0,9.739890769230769,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3012.00,Administrative Services Managers,1594059.623069231,11352.98621923077,6.272368076923077,3.655,74.9975,254140.0,1810.0,11,Management Occupations,108390.0,52.11,105800.0,50.86,0.0,0.0,13.710562403846154,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3013.00,Facilities Managers,1464904.6937076922,16612.428307692306,10.382767692307691,3.921818181818182,82.02363636363636,141090.0,1600.0,11,Management Occupations,104690.0,50.33,94310.0,45.34,0.0,0.0,13.710562403846154,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3021.00,Computer and Information Systems Managers,8508774.72885,106562.20498846154,13.172089615384616,3.84,89.90588235294118,645970.0,8090.0,11,Management Occupations,171200.0,82.31,162400.0,78.08,0.0,0.0,11.883718846153846,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3031.00,Financial Managers,15301560.974023078,162058.7496576923,18.691897307692308,3.904705882352941,57.60529411764706,818620.0,8670.0,11,Management Occupations,161700.0,77.74,137760.0,66.23,0.0,0.0,18.636154230769232,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3031.01,Treasurers and Controllers,9755610.406215385,103321.61713846153,11.917141538461538,4.113181818181818,79.08318181818181,818620.0,8670.0,11,Management Occupations,161700.0,77.74,137760.0,66.23,0.0,0.0,9.639302307692308,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3031.03,Investment Fund Managers,30074163.70826154,318515.3054538461,36.737636153846154,4.047,78.4505,818620.0,8670.0,11,Management Occupations,161700.0,77.74,137760.0,66.23,0.0,0.0,30.05474576923077,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3051.00,Industrial Production Managers,3881767.2143153846,37926.64442692308,16.561853461538462,3.6976923076923076,84.13461538461539,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.10000000000001,0.0,0.0,23.254660384615384,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3051.01,Quality Control Systems Managers,6802797.196561539,66466.4458576923,29.024648846153845,3.8985185185185185,85.9774074074074,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,0.0,0.0,17.799539615384617,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3051.02,Geothermal Production Managers,5157451.309338462,50390.66259230769,22.004656153846156,3.9629411764705886,79.54529411764706,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,0.0,0.0,11.571617307692307,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3051.03,Biofuels Production Managers,6401449.12143077,62545.091253846156,27.312266923076923,4.057142857142857,90.90785714285714,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,0.0,0.0,8.276351153846155,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3051.04,Biomass Power Plant Managers,6470586.0831,63220.59105,27.607245,3.856842105263158,82.88631578947368,234380.0,2290.0,11,Management Occupations,121440.0,58.39000000000001,108370.0,52.1,0.0,0.0,12.794472692307693,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3051.06,Hydroelectric Production Managers,4036669.0464615384,39440.10630769231,17.222753846153847,3.967777777777778,85.05777777777777,234380.0,2290.0,11,Management Occupations,121440.0,58.39,108370.0,52.1,0.0,0.0,6.2228903846153845,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3061.00,Purchasing Managers,1297151.7996461538,7983.4551923076915,15.966910384615383,4.051666666666667,93.56722222222223,81240.0,500.0,11,Management Occupations,139510.0,67.07,123360.0,59.31,0.0,0.0,12.990409615384614,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3071.00,"Transportation, Storage, and Distribution Managers",5219563.607307692,63712.983,24.50499346153846,3.914615384615385,92.16576923076923,213000.0,2600.0,11,Management Occupations,102010.0,49.05,97980.0,47.11,0.0,0.0,19.550869505494504,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3071.04,Supply Chain Managers,2135131.006153846,26062.631999999998,10.02408923076923,3.627666666666667,86.03133333333334,213000.0,2600.0,11,Management Occupations,102010.0,49.05,97980.0,47.11,0.0,0.0,8.409562692307691,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3111.00,Compensation and Benefits Managers,144427.84978846152,1223.3549807692307,7.196205769230768,3.875,74.67545454545454,20070.0,170.0,11,Management Occupations,140360.0,67.48,132920.0,63.91,0.0,0.0,6.588759615384615,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3121.00,Human Resources Managers,3016879.0499076922,28976.149003846152,13.998139615384614,3.9057692307692307,94.71076923076923,215520.0,2070.0,11,Management Occupations,140030.0,67.32,131070.0,63.02,0.0,0.0,11.251087692307692,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-3131.00,Training and Development Managers,225863.96110769227,2511.8323076923075,5.023664615384615,3.9616666666666664,92.47166666666668,44960.0,500.0,11,Management Occupations,127090.0,61.1,109980.0,52.88,0.0,0.0,4.192748461538461,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",111296.43807692306,1224.0725,18.831884615384613,3.8590000000000004,84.1375,5910.0,65.0,11,Management Occupations,87980.0,42.3,87980.0,42.3,0.0,0.0,12.061807552447553,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9021.00,Construction Managers,3542852.23845,50549.69605,10.170964999999999,3.6260000000000003,92.7368,348330.0,4970.0,11,Management Occupations,106980.0,51.43,99900.0,48.03,0.0,0.0,6.535414142011834,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1319669.5139846154,10134.295346153845,18.42599153846154,3.928235294117647,85.17294117647059,71620.0,550.0,11,Management Occupations,56270.0,27.05,59400.0,28.56,0.0,0.0,15.223460416666667,False,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9032.00,"Education Administrators, Kindergarten through Secondary",5998869.808296153,52738.554457692306,18.768168846153845,3.776875,81.05875,319630.0,2810.0,11,Management Occupations,104070.0,48.39,124650.0,59.92788461538461,0.0,0.0,12.2582512,False,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9033.00,"Education Administrators, Postsecondary",3399529.7362076924,47210.338134615384,19.269525769230768,3.6974074074074075,66.34962962962963,176420.0,2450.0,11,Management Occupations,103960.0,49.97999999999999,100110.0,48.13,0.0,0.0,11.973419999999999,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9041.00,Architectural and Engineering Managers,2924808.6847,34484.76532307693,13.905147307692308,3.346315789473684,80.61105263157894,210340.0,2480.0,11,Management Occupations,167740.0,80.64,149990.0,72.11,0.0,0.0,13.775273846153846,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,4531095.1737,53423.58101538462,21.541766538461538,3.548888888888889,65.62444444444445,210340.0,2480.0,11,Management Occupations,167740.0,80.64,149990.0,72.11,0.0,0.0,5.397771923076923,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9051.00,Food Service Managers,15459950.063007694,127867.58026153847,63.30078230769231,4.3246153846153845,77.12461538461538,244230.0,2020.0,11,Management Occupations,65310.0,31.4,57450.0,27.62,0.0,0.0,44.41716971659919,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9071.00,Gambling Managers,208125.23921538462,2297.486406923077,45.04875307692308,4.254736842105263,70.18,4620.0,51.0,11,Management Occupations,85580.0,41.14,85580.0,41.14,0.0,0.0,40.60835547337278,False,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9081.00,Lodging Managers,1749823.7902307692,19254.4093,42.31738307692308,4.142083333333333,84.895,41350.0,455.0,11,Management Occupations,68130.0,32.76,64160.0,30.850000000000005,0.0,0.0,39.80442923076923,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9111.00,Medical and Health Services Managers,10661587.530676924,93833.42623846153,18.84205346153846,3.9766666666666666,87.50055555555555,565840.0,4980.0,11,Management Occupations,117960.0,56.71,107980.0,51.91,0.0,0.0,14.972551923076923,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9121.00,Natural Sciences Managers,1200077.1593461537,13681.855192307692,11.897265384615384,3.795,83.3125,100870.0,1150.0,11,Management Occupations,161180.0,77.49,117190.0,56.34,0.0,0.0,11.897265384615384,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
11-9121.01,Clinical Research Coordinators,2941782.8445923077,33538.71588461538,29.164100769230767,3.9381818181818184,75.16272727272727,100870.0,1150.0,11,Management Occupations,161180.0,77.49,117190.0,56.34,0.0,0.0,27.554781923076924,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
