soc_code_2019,title,task_comp_nat,task_comp_ut,freq_sum_eco,importance,relevance,tot_emp_nat,tot_emp_ut,major_group_code,major_occ_category,a_med_nat,h_med_nat,a_med_ut,h_med_ut,ai_task_comp_nat,ai_task_comp_ut,freq_sum_ai,code_changed,title_changed,code_or_title_changed,code_and_title_changed,pct_automated_nat,pct_automated_ut,people_automated_nat,people_automated_ut,eco_value_nat,eco_value_ut,ut_share_of_nat,ut_concentration_index
11-1011.00,Chief Executives,3761657.2440192304,70669.79386923077,17.756229615384616,3.950967741935484,72.6974193548387,211850.0,3980.0,11,Management Occupations,206420.0,99.24,163980.0,78.84,40209.56725538461,1510.7992538461538,15.507808461538461,False,False,False,False,1.0689322457359713,2.1378288673683925,2264.532962591655,42.54350338029166,467444894.13816947,6976283.684300226,0.037573128908614084,3.1795701410086177
11-1011.03,Chief Sustainability Officers,1618392.793826923,30404.547176923075,7.639333461538461,3.757222222222222,96.50277777777778,211850.0,3980.0,11,Management Occupations,206420.0,99.24,163980.0,78.84,15140.15617153846,568.9007692307691,3.695580769230769,False,False,False,False,0.9355056590271499,1.8711042329305352,1981.868738649017,37.23312522928057,409097345.0319301,6105487.8750974275,0.037575620937135984,3.1797810252152017
11-1021.00,General and Operations Managers,69870293.94412307,894913.3179076923,19.492775384615385,3.6958823529411764,69.39117647058823,3584420.0,45910.0,11,Management Occupations,102950.0,49.5,91230.0,43.86,1948856.0471153848,24961.35528846154,18.68142423076923,False,False,False,False,2.789248387410437,2.7892483874104363,99978.37704801718,1280.5439346601315,10292773917.093369,116824023.1590438,0.012808208859452852,1.0838756215477634
11-2011.00,Advertising and Promotions Managers,372525.7100769231,4096.017286153846,17.655246923076923,3.691904761904762,72.79380952380953,21100.0,232.0,11,Management Occupations,126960.0,61.04,108370.0,52.10000000000001,75464.94912669683,829.7567866063348,20.210278371040722,False,False,False,False,20.257648555616207,20.25764855561621,4274.36384523502,46.9977446490296,542673233.791038,5093145.587615337,0.01099526066350711,0.930457577363986
11-2021.00,Marketing Managers,3934261.3544769227,67039.20849230769,10.219391538461538,3.4295,73.021,384980.0,6560.0,11,Management Occupations,161030.0,77.42,135190.0,65.0,148480.4190230769,2530.0835076923067,8.788786153846154,False,False,False,False,3.7740354705748316,3.774035470574831,14529.281754618985,247.57672686970895,2339650240.9462953,33469897.705515955,0.01703984622577796,1.4419716387910595
11-2022.00,Sales Managers,6808787.663576922,97669.57838461538,11.278242307692308,3.584705882352941,82.30588235294118,603710.0,8660.0,11,Management Occupations,138060.0,66.38,130430.0,62.71,162676.62538461536,2333.536923076923,9.739890769230769,False,False,False,False,2.3892157227172945,2.389215722717295,14423.934239616578,206.90608158731771,1991368361.1214647,26986760.22143385,0.01434463566944394,1.213893454791691
11-3012.00,Administrative Services Managers,1594059.623069231,11352.98621923077,6.272368076923077,3.655,74.9975,254140.0,1810.0,11,Management Occupations,108390.0,52.11,105800.0,50.86,923177.4329139128,9049.911693406593,13.710562403846154,True,False,True,False,57.91360746823324,79.7139318118522,147181.64201976795,1048.2362951750217,15953018178.522648,110903400.0295173,0.009803003594706053,0.8295645964896358
11-3013.00,Facilities Managers,1464904.6937076922,16612.428307692306,10.382767692307691,3.921818181818182,82.02363636363636,141090.0,1600.0,11,Management Occupations,104690.0,50.33,94310.0,45.34,923177.4329139128,9049.911693406593,13.710562403846154,True,True,True,True,63.01962420349266,54.476753944611914,88914.3877887078,1008.3139872558826,9308447257.59982,95094092.1381023,0.009803003594706053,0.8295645964896358
11-3021.00,Computer and Information Systems Managers,8508774.72885,106562.20498846154,13.172089615384616,3.84,89.90588235294118,645970.0,8090.0,11,Management Occupations,171200.0,82.31,162400.0,78.08,341965.0893,4282.702869230769,11.883718846153846,False,False,False,False,4.018969830527153,4.018969830527151,25961.339414256254,325.1346592896467,4444581307.720671,52801868.668638624,0.012523801414926388,1.0598080646323853
11-3031.00,Financial Managers,15301560.974023078,162058.7496576923,18.691897307692308,3.904705882352941,57.60529411764706,818620.0,8670.0,11,Management Occupations,161700.0,77.74,137760.0,66.23,0.0,0.0,18.636154230769232,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,
